area,city,country,hotel_star_rating,latitude,longitude,mmt_location_rating,mmt_review_count,mmt_review_score,mmt_traveller_type_review_count,mmt_tripadvisor_count,property_address,property_id,property_name,property_type,room_types,site_review_rating,traveller_rating,uniq_id,Location,Hospitality,Facilities,Cleanliness,Value for Money,Food
Kunchithanny,Munnar,Hotel,5,10.021297,77.054798,Location:5.0,1.0,4.3,Family:0|Couple:1|Solo:0|Friends:0|Business:0,0.0,"chithirapuram po, chithirapuram powerhousemunnar",201511041928362942,Broad Bean resort &spa,Hotel,Hotel,0.0,Location:5.0/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:5.0/5 | Food:0.0/5,5c0dfab5414d2c5907af7ffe517b627e,5.0,5.0,4.0,4.0,5.0,0.0
Chetna Nagar,Nasik,Hotel,1,19.9469,73.7654,0,0.0,0.0,0,0.0,"2ND FLOOR, DEEP LAXMI APARTMENT, PATHARDI PHATA, NASHIK",201604261545304151,Feel Like Home,Hotel,Hotel,0.0,0,ca7733af3c1ba5a11c83b501e94af3e2,0.0,0.0,0.0,0.0,0.0,0.0
Central Mysore,Mysore,Hotel,4,12.309186,76.662407,Location:4.8,190.0,4.5,Family:74|Couple:35|Solo:5|Friends:3|Business:0,404.0,"No. 3, Nethra Nivas, Nazarbad Road Mysore",200701181121147910,Hotel Sandesh The Prince,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.4/5 | Value for Money:4.5/5 | Food:2.1/5,6ae390ad377571a61ff61f5e1d21946d,4.8,4.6,4.5,4.4,4.5,2.1
Hyderabad,Hyderabad,Hotel,1,17.433,78.3681,0,0.0,0.0,0,0.0,"Road no 68,Jubilee Hills, Hyderabad",201409081648433226,alcove service apartments jubilee hills,Hotel,Hotel,0.0,0,93ce62082a7bb798827c3b2e4706af10,0.0,0.0,0.0,0.0,0.0,0.0
Jabalpur,Jabalpur,Hotel,3,23.1553,79.9257,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,27.0,"Nagpur Highway, Jabalpur(MP) Nagpur Highway",201109051859141131,Hotel Gulzar Towers,Hotel,Hotel,0.0,0,7607f483e7afde0ac8c9b37e0db3662d,0.0,0.0,0.0,0.0,0.0,0.0
Junagarh,Junagarh,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"Opp Minalvav, Jalaram temple, Virpur Virpur",201604291400049590,Murlidhar Guest House,Hotel,Hotel,0.0,0,ab82a77e7edc5baa27b6c9a256d1f602,0.0,0.0,0.0,0.0,0.0,0.0
Junagarh,Junagarh,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"Railway Station road, Junagadh",201605101140226934,Hotel Shree Krishna and Janta Lodge,Hotel,Hotel,0.0,0,9ab1c477216a0d70baa5a587fffd9ed6,0.0,0.0,0.0,0.0,0.0,0.0
Kodaikanal,Kodaikanal,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"observatory, Near Palivasal, kodaikanal",201411071934131298,Cubix Cottage,Hotel,Hotel,0.0,0,5620915590e2be4062cd53ef046e88ff,0.0,0.0,0.0,0.0,0.0,0.0
Airport Area,Kolkata,Hotel,3,22.622087,88.445603,Location:4.6,47.0,4.3,Family:13|Couple:14|Solo:15|Friends:0|Business:3,157.0,"RGM - AS/464, Main Arterial Road, New Town Main Arterial Road, New Town",201402141923514524,Pipal Tree Hotel,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:4.0/5 | Facilities:4.2/5 | Cleanliness:3.7/5 | Value for Money:4.0/5 | Food:2.8/5,f9b81a3698e13bf67ce175a1cca2caa7,4.6,4.0,4.2,3.7,4.0,2.8
West Carr,Kanyakumari,Hotel,3,8.083317,77.549958,Location:0.0,5.0,4.9,Family:4|Couple:0|Solo:0|Friends:0|Business:0,93.0,"2/83 B, WEST CAR STREET, Kanyakumari. KANYAKUMARI",201512291844186441,HOTEL TEMPLE CITI,Hotel,Hotel,0.0,Location:0.0/5 | Hospitality:0.0/5 | Facilities:4.8/5 | Cleanliness:4.8/5 | Value for Money:0.0/5 | Food:0.0/5,b4583b1a9927951310c9231996507187,0.0,0.0,4.8,4.8,0.0,0.0
Munnar Road,Munnar,Hotel,3,10.073772,77.064231,Location:3.9,21.0,4.0,Family:9|Couple:2|Solo:0|Friends:1|Business:0,97.0,"M.S.A Road, Munnar Munnar",200903171335481720,Archana Residency,Hotel,Hotel,0.0,Location:3.9/5 | Hospitality:4.8/5 | Facilities:3.8/5 | Cleanliness:4.1/5 | Value for Money:4.0/5 | Food:4.2/5,47cabceefd6752378dc3017a6ec310da,3.9,4.8,3.8,4.1,4.0,4.2
Pardih,Jamshedpur,Hotel,4,22.8629259,86.20517399999994,0,0.0,0.0,0,0.0,"H-33, Near Pardih Kali Mandir, Jamshedpur",201606151658568641,Hotel Golden Leaf Resort,Hotel,Hotel,0.0,0,9504c7ff42c7b2b4942329610290852b,0.0,0.0,0.0,0.0,0.0,0.0
Murudeshwar,Murudeshwar,Hotel,1,14.812762,74.13095,Location:2.7,3.0,2.1,Family:0|Couple:1|Solo:0|Friends:2|Business:0,3.0,"Church Beach Road, Murdeshwar,  Tal Bhatkal,  Dist Karwar - Karnataka",201412021143122643,Sea View Beach Resort,Hotel,Hotel,0.0,Location:2.7/5 | Hospitality:2.3/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.3/5 | Food:2.0/5,2a2d4467639a9f53b5e1ee01f8b13673,2.7,2.3,2.0,2.0,2.3,2.0
Muvattupuzha,Muvattupuzha,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"Sheela Inn, Muvattupuzha",201411131229083147,Sheela Inn,Hotel,Hotel,0.0,0,bf088b1cfbbdaeeac6945b75dd472cda,0.0,0.0,0.0,0.0,0.0,0.0
Nathdwara,Nathdwara,Hotel,1,0.0,0.0,Location:4.3,3.0,3.9,Family:1|Couple:1|Solo:0|Friends:0|Business:0,4.0,Near Moti Mahal Chopati,201101211301104487,Hotel Sudarshan,Hotel,Hotel,0.0,Location:4.3/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:4.3/5 | Value for Money:3.0/5 | Food:0.0/5,0342d6f7422f7000371d178a8e879c8f,4.3,3.5,3.3,4.3,3.0,0.0
Nathdwara,Nathdwara,Hotel,1,24.941213,73.823705,0,0.0,0.0,0,2.0,"Opp Lal Baugh, Bus Stand, National Highway-8 National Highway-8",201409050746288141,Hotel Gokuldham,Hotel,Hotel,0.0,0,15766916341bcbf089caf7971089141c,0.0,0.0,0.0,0.0,0.0,0.0
Mandawa,Mandawa,Hotel,3,28.053947,75.148114,Location:4.2,5.0,4.2,Family:1|Couple:2|Solo:0|Friends:2|Business:0,118.0,"Near Old Telephone Gali, Opp to Arya Samaj Bhawan, Ward No - 5",201408061739469127,Hotel Radhika Haveli Mandawa,Hotel,Hotel,0.0,Location:4.2/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:4.2/5,c09262af0680a8c629fdb0129d73918a,4.2,4.2,4.2,4.2,4.2,4.2
Daman,Daman,Hotel,1,20.438246,72.83072,0,0.0,0.0,0,0.0,"Bhandarwad Road,ganga mata Devka Beach nani daman",201508201143313242,Devka Beach Homestay,Hotel,Hotel,0.0,0,a8502d632daf3137f024a4b5a2fa0065,0.0,0.0,0.0,0.0,0.0,0.0
Central Hyderabad,Hyderabad,Hotel,2,17.425058,78.425487,Location:3.7,23.0,3.7,Family:5|Couple:0|Solo:5|Friends:0|Business:2,43.0,"Plot No-17, Lane beside TDP Office, Madhukunj Apartment Road No-2, Banjara Hills",201101181936485874,Falcons Nest- Banjara Hills,Hotel,Hotel,0.0,Location:3.7/5 | Hospitality:3.9/5 | Facilities:3.4/5 | Cleanliness:3.5/5 | Value for Money:3.9/5 | Food:3.2/5,7ec719ff475d0ec849c6e8b3444c0412,3.7,3.9,3.4,3.5,3.9,3.2
Najibabad,Najibabad,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,"Haridwara Road, Najibabad",20160218110023475,Hotel Rajan,Hotel,Hotel,0.0,0,49f46af9e0b282ecb1c7d240e24957bf,0.0,0.0,0.0,0.0,0.0,0.0
Anachal,Munnar,Hotel,3,10.000891,77.06109,Location:4.8,6.0,4.9,Family:2|Couple:3|Solo:0|Friends:0|Business:0,56.0,"Maryland, Eatty city Road Anachal, Munnar",201508181541453156,Season7 The Nature Resort,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:4.0/5 | Value for Money:5.0/5 | Food:3.2/5,98a59d4aa2b7609f6307fe499a4a4f7b,4.8,5.0,5.0,4.0,5.0,3.2
Shimoga Dist,Shimoga,Hotel,1,0.0,0.0,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Bharathipura Post, Thirthahall , Shimoga Dist",201508201238349346&i=,Rainbow Hospitality Holiday Home NH 13,Hotel,Hotel,0.0,0,c9ddbdc6b641e35020bc5d163a666da8,0.0,0.0,0.0,0.0,0.0,0.0
Mcleodganj,Dharamshala,Hotel,3,32.229457,76.327405,4.5,36.0,3.8,Families:12|Couples:12|Business:1|Solo:0|Friends:0,221.0,"Main Road, Mcleodganj , Mcleodganj",200703311203122588&i=,Pride Surya Mountain Resort,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:3.6/5 | Facilities:3.4/5 | Cleanliness:3.9/5 | Value for Money:3.6/5 | Food:3.4/5,c16ae7efde2056d5ffef7b4e85325183,4.5,3.6,3.4,3.9,3.6,3.4
samod,Samode,Hotel,2,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"shlip colony , samod",20160204190301729&i=,Raj Haveli,Hotel,Hotel,0.0,0,ec31e7f0782ba94f245ff349d37abd78,0.0,0.0,0.0,0.0,0.0,0.0
O/s Chandpole,Udaipur,Hotel,1,24.57127,73.691544,4.8,4.0,4.1,Families:2|Couples:0|Business:0|Solo:0|Friends:0,316.0,"Hanuman Ghat , O/s Chandpole , O/s Chandpole",201111042005017402&i=,Hotel Panorma Guest House,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.5/5 | Facilities:4/5 | Cleanliness:4.2/5 | Value for Money:4.5/5 | Food:4.2/5,f6bcc5237aba570bf773bdee50390a3f,4.8,4.5,4.0,4.2,4.5,4.2
Muvattupuzha,Muvattupuzha,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Zeneith homestay, Muvattupuzha ,",201411101650316377&i=,Zeneith homestay,Hotel,Hotel,0.0,0,6c67ab6b421978633cb0d1312c953499,0.0,0.0,0.0,0.0,0.0,0.0
CHIKMAGALUR,Chikmagalur,Hotel,1,13.314376,75.770816,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"BYARAVALLI , CHIKMAGALUR",20151208120153175&i=,Travelers Bungalow Homestay,Hotel,Hotel,0.0,0,8e8aa3d9523252d5161ca19adb94b7a5,0.0,0.0,0.0,0.0,0.0,0.0
Sisarma,Udaipur,Hotel,1,24.560496,73.654664,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,215.0,"Mountain Ridge, Sisarma, Udaipur ,",201412091016284565&i=,Mountain Ridge,Hotel,Hotel,0.0,0,74b8c5a91d8e48ce5c0cd313be540797,0.0,0.0,0.0,0.0,0.0,0.0
silchar,Silchar,Hotel,1,24.826,92.797,4.5,2.0,3.9,Families:0|Couples:0|Business:0|Solo:1|Friends:0,31.0,"Park road NH 54 , silchar",201503051650462812&i=,Hotel Borail View,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:4/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:4/5 | Food:4/5,78ba2584fff7139f59ab0264b17cf3c3,4.5,4.0,4.0,4.0,4.0,4.0
Varanasi,Varanasi,Hotel,1,25.307481,83.004387,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"D35/13,Khari Kuan ,",20141230185438990&i=,Subh Laxmi PAying Guest House,Hotel,Hotel,0.0,0,247471e04a1d33247405597168762a1d,0.0,0.0,0.0,0.0,0.0,0.0
Harnai Beach,Dapoli,Hotel,2,17.780258,73.114559,4.7,23.0,4.4,Families:14|Couples:6|Business:0|Solo:0|Friends:1,90.0,"At Post - Murud,Taluka - Dapoli, district - Ratnagiri - 415712. , Murud Harnai",200905151632262067&i=,Lotus Beach Resort-Murud Harnai,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.6/5 | Facilities:4.3/5 | Cleanliness:4.6/5 | Value for Money:4.5/5 | Food:4/5,c567ce877c0f65174a15973d474f6df4,4.7,4.6,4.3,4.6,4.5,4.0
"Maidamgaon, Krishnapur",Guwahati,Hotel,1,26.115956,91.79831,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Beltola - Basistha Rd , Maidamgaon, Krishnapur",201512081203422198&i=,HOTEL RUDRAKSH INN,Hotel,Hotel,0.0,0,257dc039618f4e0ce1e54f72a1ace090,0.0,0.0,0.0,0.0,0.0,0.0
Dharamshala,Dharamshala,Hotel,1,32.244113,76.332866,5,1.0,4.6,Families:0|Couples:0|Business:0|Solo:0|Friends:0,4.0,"Bhagsunag Dharamsala Kangra ,",201412101155369740&i=,Hotel Bhagsu View,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:4/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,5065698f24f556bf796277248dd0f896,5.0,5.0,4.0,5.0,5.0,5.0
"Pangot,Bagar Talla",Nainital,Hotel,2,29.42301,79.427487,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Pangot , Nainital",201601211414233749&i=,The Hidden Valley Camps and Resorts,Hotel,Hotel,0.0,0,80647d7365e16c8704455232427d37ff,0.0,0.0,0.0,0.0,0.0,0.0
Indore,Indore,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"flat no - 201202 2floor, NV villa, 17-A, Silicon City, Rau Pithampura Road , Indore",201602241848533256&i=,Meraki Inn,Hotel,Hotel,0.0,0,2aecc482f6ec0959a23034982d83b90c,0.0,0.0,0.0,0.0,0.0,0.0
DEOGHAR,DEOGHAR,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Jalasar road, Deoghar ,",201502202157123135&i=,KAMLA HOTEL,Hotel,Hotel,0.0,0,6f77f2b8b6b780e641b1d132d9ba505b,0.0,0.0,0.0,0.0,0.0,0.0
Opposite Hotel TeaBud,Palampur,Hotel,1,32.2509,77.1845,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Lohna Hills , Opposite Hotel TeaBud",201412171222101142&i=,Hotel Holiday Home,Hotel,Hotel,0.0,0,c1fff1e9d9e9778cbe2cbb63bf798eb8,0.0,0.0,0.0,0.0,0.0,0.0
Sheegekhan Estate,Chikmagalur,Hotel,1,13.268812,75.719553,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,9.0,"Tex woods sheegekhan estate, next to muthodi wildlife sanctuary via malandar , Next to muthodi wildlife sanctuary via malandar",200901071434117323&i=,Tex Woods Resort,Hotel,Hotel,0.0,0,4f587a0f519f1be92b4c43b2b817ccbd,0.0,0.0,0.0,0.0,0.0,0.0
Old Mount Road,MountAbu,Hotel,1,24.589501,72.713886,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"hotel golden veena,near old barrier,mount abu,raj. , near old barrier mount abu",201603071315461451&i=,Hotel Golden Veena,Hotel,Hotel,0.0,0,3a7d5412f640c0e0912b1505a235354a,0.0,0.0,0.0,0.0,0.0,0.0
Akshay Colony,MountAbu,Hotel,1,24.5925,72.715556,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"Nr Taxi Stand, Nr Taxi Stand, Akshay Colony , Akshay Colony",201111041503227950&i=,Couples Paradise Hotel,Hotel,Hotel,0.0,0,5358c1d755637599f79e9e6a4f7945e8,0.0,0.0,0.0,0.0,0.0,0.0
PITHORAGARH,Pithoragarh,Hotel,1,29.584397,80.218383,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"VADDA ROAD, TILDHUKRI, , PITHORAGARH",201412301542191975&i=,Baakhlee,Hotel,Hotel,0.0,0,71bc4cf5abc80c11040a6d483304395f,0.0,0.0,0.0,0.0,0.0,0.0
"Sonarpura, Varanasi",Varanasi,Hotel,1,25.302,83.0075,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,35.0,"B 14/34, Mansarovar Ghat , Sonarpura, Varanasi",201501221051089411&i=,Leela Guest House,Hotel,Hotel,0.0,0,8e7ad4a7d3e443872315637f9e0c855d,0.0,0.0,0.0,0.0,0.0,0.0
"Renigunta Rd ,Ramanuja Circle,Renigunta Rd",Tirupati,Hotel,3,13.6294,79.4376,4.5,60.0,4.6,Families:17|Couples:19|Business:1|Solo:4|Friends:2,37.0,"19-3-10/A, Next to RE Bajaj Auto showroom, Renigunta road , Renigunta road",201504111535574226&i=,Best Western Tirupati,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.8/5 | Value for Money:4.6/5 | Food:4.4/5,913256fa0b6034c0775b72b3c9411e3f,4.5,4.6,4.5,4.8,4.6,4.4
Lachung,Lachung,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Tashi Yankhel,Singring Lachung,North Sikkim ,",201603241801397004&i=,Kongchen Tashi Yangkhel,Hotel,Hotel,0.0,0,01e2e86ee50451a53c83c846a1b3780c,0.0,0.0,0.0,0.0,0.0,0.0
Reewa Road,Satna,Hotel,1,24.573918,80.839918,4,1.0,4.9,Families:0|Couples:0|Business:0|Solo:0|Friends:0,16.0,"Reewa Road, Satna, Madhya Pardesh India , Reewa Road",20141021150948787&i=,Hotel Savera,Hotel,Hotel,0.0,Location:4/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,8b40da40d535789369f264849e987b65,4.0,5.0,5.0,5.0,5.0,5.0
B.H. Road,Shimoga,Hotel,3,13.92969,75.570971,4.6,127.0,4.4,Families:64|Couples:20|Business:4|Solo:2|Friends:1,300.0,"B.H. Road Opposite Vinayak theatre , Near Shimoga Bus Stand",201103251111598493&i=,Royal Orchid Central,Hotel,Hotel,0.0,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.5/5 | Value for Money:4.4/5 | Food:3.9/5,ced3f78393286567cd046f34aae75784,4.6,4.4,4.3,4.5,4.4,3.9
Fancy Bazar,Guwahati,Hotel,1,26.18128,91.741128,4.2,31.0,4.0,Families:6|Couples:2|Business:2|Solo:8|Friends:0,34.0,"Afsar Lane, S.S. Road, Fancy Bazaar , Fancy Bazaar",201111211029518974&i=,Hotel City Park,Hotel,Hotel,0.0,Location:4.2/5 | Hospitality:4.3/5 | Facilities:3.9/5 | Cleanliness:4/5 | Value for Money:4.2/5 | Food:3.6/5,d395949647a3bc3a7226cd9b718e3c54,4.2,4.3,3.9,4.0,4.2,3.6
Mcleodganj,Dharamshala,Hotel,1,32.221584,76.315655,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,4.0,"Village - Bhagsu, , Mcleodganj",2012092513401996&i=,Ravine Hotel,Hotel,Hotel,0.0,0,a93ee2f0fd2c89eba5c1ea188aeed43a,0.0,0.0,0.0,0.0,0.0,0.0
"Herur, Koppa Taluk",Chikmagalur,Hotel,1,12.982809,77.655044,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,23.0,"Guddada Bangale , Herur, Koppa Taluk",20150504102516693&i=,Prakruthi Homestay,Hotel,Hotel,0.0,0,0a004a969eea78e0db5566623fe9f8a9,0.0,0.0,0.0,0.0,0.0,0.0
City Center Main Road,Gwalior,Hotel,3,26.209875,78.187278,4.5,6.0,3.6,Families:0|Couples:2|Business:0|Solo:0|Friends:0,12.0,"City Center Main Road , City Center Main Road",20110830154913608&i=,Hotel Royal Inn,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:3.8/5 | Facilities:3.3/5 | Cleanliness:3.5/5 | Value for Money:3.8/5 | Food:3.6/5,e6140cea6f039447261c68090e502f99,4.5,3.8,3.3,3.5,3.8,3.6
Murai Mohalla,Indore,Hotel,1,22.711088,75.875616,3.5,28.0,2.5,Families:6|Couples:0|Business:1|Solo:6|Friends:0,3.0,"148, RNT Marg, Chawani, Near Dawa Bazaar Opp. School Ground , Near Dawa Bazaar Opp. School Ground",201108311832088884&i=,Hotel Rama Inn,Hotel,Hotel,0.0,Location:3.5/5 | Hospitality:2.7/5 | Facilities:2.4/5 | Cleanliness:2.3/5 | Value for Money:2.6/5 | Food:1.9/5,c66ea6da0bd3821c4016998f6a3a4da1,3.5,2.7,2.4,2.3,2.6,1.9
Near ICICI Bank,DEOGHAR,Hotel,1,24.511849,86.696999,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Station Road B Deoghar , Near ICICI Bank",201502161559278016&i=,Hotel Park View,Hotel,Hotel,0.0,0,9a10bdf53eef463d695e73c9ac4cb73f,0.0,0.0,0.0,0.0,0.0,0.0
"Behind Gopal Midway, Mortakka",Indore,Hotel,3,22.2226,76.0387,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,25.0,"Indore Khandwa Road, , Behind Gopal Midway, Mortakka",201412301237459570&i=,Rewa Resort,Hotel,Hotel,0.0,0,6e6cfdcd34a178585fd18474df83c340,0.0,0.0,0.0,0.0,0.0,0.0
Thekkady,Idduki,Hotel,1,9.602654,77.165802,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,6.0,"Thekkady Byepass Road, Kumily , Thekkady",201411132319564474&i=,Deervilla Home Stay,Hotel,Hotel,0.0,0,42a21b46c3616e1e6563932da0c9da35,0.0,0.0,0.0,0.0,0.0,0.0
"Opp Balaji Temple, Guwahati",Guwahati,Hotel,3,26.112876,91.750938,3,4.0,3.3,Families:1|Couples:1|Business:0|Solo:0|Friends:0,1.0,"Betkuchi, Lokhra,NH 37, , Opp Balaji Temple, Guwahati",201504281400087094&i=,Hotel Royal Heritage,Hotel,Hotel,0.0,Location:3/5 | Hospitality:3/5 | Facilities:3/5 | Cleanliness:3.8/5 | Value for Money:3/5 | Food:3.5/5,3c04ae9dbba7062841f05b88ab598940,3.0,3.0,3.0,3.8,3.0,3.5
Chikmagalur,Chikmagalur,Hotel,1,13.155903,75.511358,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Javali PO, Mudigere Taluka , Chikmagalur",201512081111224987&i=,Honeyvale Homestay,Hotel,Hotel,0.0,0,2104614766a04b82ce73f8fd113835b3,0.0,0.0,0.0,0.0,0.0,0.0
"PO DHARIYAWAD, DISTT PRATAPGAR",Udaipur,Hotel,1,24.10184,74.441901,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,22.0,"120 kms from Udaipur, , PO DHARIYAWAD, DISTT PRATAPGAR",20141222164015155&i=,FORT DHARIYAWAD,Hotel,Hotel,0.0,0,40be5b94dc42b45c8be36e8615c87af7,0.0,0.0,0.0,0.0,0.0,0.0
Nainod,Indore,Hotel,1,22.736605,75.773124,4.5,4.0,4.3,Families:1|Couples:0|Business:1|Solo:0|Friends:0,0.0,"Nainod Road, near Gommatgiri, Indore-453112 MP,India ,",201411111955352107&i=,Dream World Resort,Hotel,Hotel,0.0,Location:4.5/5 | Hospitality:4.8/5 | Facilities:4/5 | Cleanliness:4.2/5 | Value for Money:4.8/5 | Food:4.2/5,a8231e196506d357e059bad8bc743901,4.5,4.8,4.0,4.2,4.8,4.2
Kohima,Kohima,Hotel,1,10.239291,77.497634,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,0.0,"Moonjikkal Bus Stand, kodaikanal ,",201411242009476891&i=,Hotel Ruby International,Hotel,Hotel,0.0,0,4e648671c8c3fa8e8c6d2f2f74d67835,0.0,0.0,0.0,0.0,0.0,0.0
"Udaipur Railway Station,West Udaipur,Udaipole",Udaipur,Hotel,1,24.576107,73.69744,3.9,17.0,3.7,Families:3|Couples:1|Business:1|Solo:0|Friends:0,71.0,"145/Hotel Street,Sararitu Vilas, , Inside Udaipole",201104011624426583&i=,Hotel Hadi Rani Palace,Hotel,Hotel,0.0,Location:3.9/5 | Hospitality:3.8/5 | Facilities:3.4/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:3.5/5,d80395446d60a38446c8b949e02a7e88,3.9,3.8,3.4,3.8,3.8,3.5
Padav,Gwalior,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Gandhinagar, near blue dart office , Padav",201604201628141063&i=,Heaven Homes Service Apartment,Hotel,Hotel,0.0,0,d9fbe922572460e2a3b6df7edee3b612,0.0,0.0,0.0,0.0,0.0,0.0
Palampur,Palampur,Hotel,1,32.1011,76.5332,4.2,5.0,4.1,Families:2|Couples:1|Business:0|Solo:0|Friends:0,41.0,"Palampur District Kangra ,",20141228201933781&i=,Hotel Highland Regency,Hotel,Hotel,0.0,Location:4.2/5 | Hospitality:4.4/5 | Facilities:3.6/5 | Cleanliness:4.2/5 | Value for Money:4.4/5 | Food:4.2/5,573bb978a7fbcedbd77c1ac0cb78d76d,4.2,4.4,3.6,4.2,4.4,4.2
Renigunta Rd,Tirupati,Hotel,1,13.629449,79.423943,4.7,7.0,4.6,Families:5|Couples:0|Business:0|Solo:0|Friends:0,6.0,"169, T.P. Area , T.P. Area",201405091909372553&i=,Hotel Pasuparthy Residency,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4.6/5 | Facilities:4.6/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:4.4/5,d4efb6741392a715517c5128278c44c0,4.7,4.6,4.6,4.7,4.6,4.4
Treasure Island Mall,Indore,Hotel,3,22.720943,75.876476,4.7,3.0,4.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,6.0,"11/5, South Tukoganj, , Nath Mandir Road",201305301832193790&i=,Amrit Residency,Hotel,Hotel,0.0,Location:4.7/5 | Hospitality:4/5 | Facilities:3.7/5 | Cleanliness:4/5 | Value for Money:4/5 | Food:3.7/5,2251c796026074dd61373e491ade3086,4.7,4.0,3.7,4.0,4.0,3.7
Azamgarh,Azamgarh,Hotel,3,26.0529082,83.1760311,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Opp Roadways Civil Lines ,",20151103202015700&i=,STARiHOTEL Azamgarh,Hotel,Hotel,0.0,0,b2ab56e9ad3932eaf0d79a222f671b1c,0.0,0.0,0.0,0.0,0.0,0.0
Lachung,Lachung,Hotel,1,27.6967,88.7484,4.4,9.0,3.9,Families:4|Couples:4|Business:0|Solo:0|Friends:1,14.0,"Near Lachung Police Station, Lachung , North Sikkim",201409081935054633&i=,Delight Hotels Royal Lachung,Hotel,Hotel,0.0,Location:4.4/5 | Hospitality:3.8/5 | Facilities:3.3/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:4.2/5,101cfdf08af7de3f65235933656746ba,4.4,3.8,3.3,3.8,3.8,4.2
